"","orig.ident","nCount_RNA","nFeature_RNA","celltype","hUSI","subtype","TSNE_1","TSNE_2"
"CY94CD45POS_1_H02_S182_comb","SeuratProject",8198.51301200004,4253,"T cell",0.612761770277537,"T cell",12.421237140544,-18.7140237057596
"CY88CD45POS_7_F01_S253_comb","SeuratProject",12174.5335923,4870,"T cell",0.563698934474705,"T cell",25.331114010695,-3.54878757679691
"CY88CD45POS_7_H05_S281_comb","SeuratProject",11010.3002591,5394,"T cell",0.583665383578545,"T cell",25.7951850669664,-7.93301642465882
"CY88CD45POS_7_G05_S269_comb","SeuratProject",22231.6617589998,9469,"T cell",0.510221491049748,"T cell",33.1646736819945,-2.79156333417869
"CY88CD45_150813_G05_S365_comb","SeuratProject",8946.60225039999,4250,"T cell",0.555348993839886,"T cell",-2.56563855648418,-13.5073105280234
"CY88CD45_150813_C02_S314_comb","SeuratProject",7335.129288,3003,"Macro. cell",0.612456321883766,"Macro cell",20.3127407933433,-26.9620962150885
"CY88CD45POS_7_G07_S271_comb","SeuratProject",13719.337173,6023,"T cell",0.524928595984696,"T cell",29.355442241877,-3.63677566140982
"CY94CD45POS_1_A02_S98_comb","SeuratProject",8013.09486899998,2607,"T cell",0.538600182858362,"T cell",10.3442987140727,-18.6170307697071
"CY88CD45POS_2_H11_S479_comb","SeuratProject",5763.26856559999,2939,"B cell",0.460768690167542,"B cell",23.9413170953357,32.9476967980989
"CY88CD45_150813_D09_S333_comb","SeuratProject",9652.92976159999,4617,"B cell",0.278279758418297,"B cell",2.4771554316578,27.7385407371634
"CY88CD45POS_2_C05_S413_comb","SeuratProject",8884.84964729998,4552,"T cell",0.570961357320229,"T cell",-4.0585926345899,-11.8351770361995
"CY94CD45POS_1_G10_S178_comb","SeuratProject",8656.5544366,4335,"B cell",0.564095850468655,"B cell",24.0336889940111,24.9759389345634
"CY88CD45_150813_G09_S369_comb","SeuratProject",6505.38789469999,2822,"T cell",0.562416208492987,"T cell",-21.458373518644,-7.50994695728459
"CY88CD45_150813_E11_S347_comb","SeuratProject",8600.59981480002,3761,"T cell",0.581077425656835,"T cell",-2.76377253164373,-14.1383615757433
"CY94CD45POS_1_A05_S101_comb","SeuratProject",8240.578868,2505,"B cell",0.473009106351933,"B cell",22.4676396125362,27.2425964737211
"CY94CD45POS_1_F02_S158_comb","SeuratProject",9578.84511810003,5024,"T cell",0.600166766665642,"T cell",11.6647295964176,-15.7479434443229
"CY88CD45POS_7_F07_S259_comb","SeuratProject",10712.084477,4268,"T cell",0.60506978925894,"T cell",23.184575599283,-9.33655859295466
"CY94CD45POS_1_E07_S151_comb","SeuratProject",8965.72686999999,3743,"B cell",0.468178934720683,"B cell",19.7936222158566,25.8718591467778
"CY94CD45POS_1_C12_S132_comb","SeuratProject",11565.4304237,5448,"T cell",0.536816249077696,"T cell",10.6580907100132,-6.42724299031211
"CY88CD45_150813_G11_S371_comb","SeuratProject",12384.6073175,6016,"Macro. cell",0.75392113283845,"Macro cell",27.1267699122491,-25.2727801200913
"CY94CD45POS_1_G07_S175_comb","SeuratProject",12904.3481336,7104,"T cell",0.509822970614839,"T cell",11.7380373360724,-6.32770720975273
"CY88CD45POS_7_E01_S241_comb","SeuratProject",5504.3406462,3192,"T cell",0.529367088763766,"T cell",-19.2452804640874,-9.48792355398435
"CY94CD45POS_1_C05_S125_comb","SeuratProject",13615.2905388,5904,"B cell",0.272887085501253,"B cell",1.83223009918287,27.7726265515173
"CY88CD45_150813_E09_S345_comb","SeuratProject",13875.2068205,6842,"Macro. cell",0.731709981953123,"Macro cell",29.193636677642,-23.7506474268321
"CY88CD45POS_7_B03_S207_comb","SeuratProject",9526.34920019999,4495,"T cell",0.54443320292389,"T cell",2.99158391246019,-10.3493667618976
"CY94CD45POS_1_F01_S157_comb","SeuratProject",9116.8941743,4374,"T cell",0.565866900849216,"T cell",11.7883639579364,-17.162497759493
"CY88CD45POS_2_C07_S415_comb","SeuratProject",9619.87397290001,4663,"T cell",0.56511655427512,"T cell",3.41808894693321,-10.5787265012742
"CY94CD45POS_1_H11_S191_comb","SeuratProject",11809.1879306,4422,"T cell",0.623656817548824,"T cell",11.4169035553388,-5.51159439000471
"CY88CD45_150813_G06_S366_comb","SeuratProject",12071.591383,6332,"Macro. cell",0.603298620280094,"Macro cell",26.1257706484669,-24.9697166235987
"CY88CD45POS_2_B09_S405_comb","SeuratProject",10334.680739,5073,"B cell",0.599452495794065,"B cell",7.00017660419188,28.4730634929727
"CY94CD45POS_1_D12_S144_comb","SeuratProject",7397.98012749999,2899,"T cell",0.556377597499556,"T cell",-1.57015568963227,-26.2900349929423
"CY88CD45POS_7_B01_S205_comb","SeuratProject",16131.2897565,8318,"CAF cell",0.887941324475967,"CAF cell",-9.2044016729836,38.2393576336357
"CY94CD45POS_1_E09_S153_comb","SeuratProject",8298.8860975,3345,"B cell",0.491810902523257,"B cell",19.7501212252798,28.4662132274952
"CY88CD45POS_2_D07_S427_comb","SeuratProject",8597.73039400002,4145,"T cell",0.609535456459158,"T cell",6.64625128236846,-19.0145955401008
"CY88CD45_150813_C05_S317_comb","SeuratProject",9426.36087329999,4704,"T cell",0.641857925590357,"T cell",-4.22879954080207,-11.608379741986
"CY88CD45_150813_E05_S341_comb","SeuratProject",10292.1945104,5114,"B cell",0.553350823737955,"B cell",6.67926097450126,28.3482378895469
"CY88CD45POS_7_E07_S247_comb","SeuratProject",10416.3584644,4942,"T cell",0.564982890792638,"T cell",18.5369049518522,-6.06471014021928
"CY88CD45POS_2_D04_S424_comb","SeuratProject",9868.45877309999,4827,"Macro. cell",0.669044681712481,"Macro cell",19.962128457133,-26.7449652790128
"CY88CD45POS_7_G02_S266_comb","SeuratProject",11219.4463274,5106,"T cell",0.581151195874544,"T cell",16.9397585350717,-5.49055386096016
"CY88CD45POS_7_F02_S254_comb","SeuratProject",9851.61312,3948,"B cell",0.596059870438344,"B cell",27.2552202055569,22.47418814784
"CY94CD45POS_1_A03_S99_comb","SeuratProject",9459.93308,3235,"T cell",0.51471036678048,"T cell",4.15260876399296,-11.1093540598988
"CY88CD45POS_7_H03_S279_comb","SeuratProject",14036.1489148,6093,"T cell",0.541444372690478,"T cell",29.3062472638788,-3.37740088431229
"CY88CD45_150813_D01_S325_comb","SeuratProject",6752.88134019999,3135,"T cell",0.517212173449548,"T cell",1.72388216442679,-27.6954236826063
"CY94CD45POS_1_D01_S133_comb","SeuratProject",8791.55773900001,4397,"T cell",0.521479982363206,"T cell",13.2161597126957,-18.3302821084873
"CY88CD45_150813_C09_S321_comb","SeuratProject",10417.6689081,4482,"T cell",0.533882156803734,"T cell",-6.06625222562661,9.98580939490807
"CY88CD45_150813_C07_S319_comb","SeuratProject",8751.4271538,3788,"B cell",0.600319891871241,"B cell",15.8768021430568,27.9666238772772
"CY94CD45POS_1_A01_S97_comb","SeuratProject",9199.73169749998,2614,"T cell",0.576124805679176,"T cell",3.22680584712743,-10.0429327411331
"CY88CD45POS_7_D02_S230_comb","SeuratProject",8277.44171109999,4282,"T cell",0.688112044312612,"T cell",-17.2567597456436,-11.7160131376918
"CY94CD45POS_1_C06_S126_comb","SeuratProject",10327.8897233,4266,"B cell",0.544423622465547,"B cell",20.083178936899,19.4261488342799
"CY88CD45POS_2_E05_S437_comb","SeuratProject",9734.41156960001,3159,"T cell",0.549675175921145,"T cell",-3.33825729055934,-8.06951854390214
"CY94CD45POS_1_D10_S142_comb","SeuratProject",8312.70493710002,3215,"T cell",0.567428583637461,"T cell",5.04968135705624,-18.0703077783821
"CY94CD45POS_1_A10_S106_comb","SeuratProject",7403.36197350002,2097,"B cell",0.511965567735726,"B cell",18.7322115063161,30.5007525370655
"CY94CD45POS_1_E05_S149_comb","SeuratProject",8748.51919430004,4228,"B cell",0.549325459405934,"B cell",23.3181483307154,24.567854861851
"CY88CD45POS_7_E05_S245_comb","SeuratProject",10162.0600674,4862,"T cell",0.572318472273483,"T cell",18.7440870698179,-6.11072630249067
"CY94CD45POS_1_F09_S165_comb","SeuratProject",8070.7551148,3118,"B cell",0.534838822555636,"B cell",21.5604007218201,27.7024576747467
"CY94CD45POS_1_H04_S184_comb","SeuratProject",8200.55347040001,5441,"B cell",0.711922560037098,"B cell",9.94527383109148,32.6743874694097
"CY88CD45POS_2_H09_S477_comb","SeuratProject",10886.1600062001,5754,"Macro. cell",0.749503873736098,"Macro cell",24.7699150119045,-26.8396973313158
"CY88CD45_150813_B01_S301_comb","SeuratProject",4817.4204594,3178,"T cell",0.501326009707502,"T cell",-19.527293335882,-9.34676890903754
"CY94CD45POS_1_E10_S154_comb","SeuratProject",10415.227466,4137,"B cell",0.552704478154768,"B cell",20.2244699962719,19.4424614040262
"CY94CD45POS_1_A04_S100_comb","SeuratProject",7195.72108800001,2189,"B cell",0.482139855585349,"B cell",23.4776376145675,29.6379415340687
"CY88CD45_150813_B11_S311_comb","SeuratProject",9682.92296010005,4158,"B cell",0.535186801299475,"B cell",15.9470553867267,27.6096994677043
"CY94CD45POS_1_D04_S136_comb","SeuratProject",7963.25770070001,3843,"T cell",0.561690992017223,"T cell",11.9764481459758,-18.8106871624777
"CY88CD45POS_2_G04_S460_comb","SeuratProject",9333.23878730001,4681,"T cell",0.586650912532606,"T cell",2.71057574654822,-10.7118453648988
"CY88CD45POS_2_B05_S401_comb","SeuratProject",10493.5881965,4815,"T cell",0.556792369036054,"T cell",18.761971122458,-5.83607377130627
"CY88CD45_150813_G12_S372_comb","SeuratProject",9700.8253723,4578,"Macro. cell",0.574669613838979,"Macro cell",23.7690604772175,-27.7281069405572
"CY88CD45POS_2_F07_S451_comb","SeuratProject",9065.9644291,4356,"NK cell",0.580686037768418,"NK cell",-10.6969573696238,-5.26368679953432
"CY94CD45POS_1_B01_S109_comb","SeuratProject",15785.3535056,7818,"B cell",0.535742654306489,"B cell",28.3572039808619,1.37045427053505
"CY94CD45POS_1_C10_S130_comb","SeuratProject",9282.92246699999,3120,"T cell",0.554943300067779,"T cell",2.18191632902453,-2.17025648579491
"CY88CD45POS_2_F03_S447_comb","SeuratProject",5178.4670559,3125,"T cell",0.589087407689609,"T cell",-20.1454138639495,-8.75314645930947
"CY88CD45POS_2_C09_S417_comb","SeuratProject",8401.16141260003,4289,"T cell",0.538626527736069,"T cell",4.66574752026721,-19.9808514462189
"CY88CD45POS_7_C09_S225_comb","SeuratProject",10816.0492466,5107,"T cell",0.632583272712189,"T cell",7.74865362656979,-6.0871894028112
"CY88CD45POS_7_D07_S235_comb","SeuratProject",10590.9478899,5145,"T cell",0.52475918130815,"T cell",5.51837282682467,-4.05642222566028
"CY88CD45POS_2_G09_S465_comb","SeuratProject",10596.3126535,4989,"T cell",0.53845027816965,"T cell",-8.88495654874517,16.3055483191048
"CY94CD45POS_1_B04_S112_comb","SeuratProject",9913.89660359999,4728,"T cell",0.513403750233126,"T cell",26.0812443988016,-8.22171312829338
"CY88CD45_150813_H11_S383_comb","SeuratProject",7207.97357829999,3533,"T cell",0.589650887428716,"T cell",-21.7189063082948,-8.61635210186658
"CY88CD45POS_7_C01_S217_comb","SeuratProject",13388.7475227001,7190,"Macro. cell",0.73006977510813,"Macro cell",28.9126617172157,-24.7020278593892
"CY94CD45POS_1_F07_S163_comb","SeuratProject",9280.14692400001,2555,"B cell",0.49795492623513,"B cell",19.9481780410793,23.5673062196272
"CY94CD45POS_1_B03_S111_comb","SeuratProject",8648.5237131,4480,"T cell",0.513313174206458,"T cell",5.07232880823751,-19.8874831499691
"CY88CD45_150813_D07_S331_comb","SeuratProject",14373.6586279,7148,"CAF cell",0.832520701587016,"CAF cell",-9.2659337337532,37.9852385494672
"CY88CD45POS_2_G08_S464_comb","SeuratProject",8331.30487819999,4788,"Macro. cell",0.697436544440066,"Macro cell",22.7009168151355,-27.9562918447276
"CY88CD45_150813_D05_S329_comb","SeuratProject",8448.65229330002,3485,"NK cell",0.460238661161516,"NK cell",-10.782446793441,-5.35606012250135
"CY94CD45POS_1_G01_S169_comb","SeuratProject",8950.65206840003,4683,"T cell",0.522932934914292,"T cell",11.7460231257806,-17.4180867195597
"CY88CD45POS_7_B11_S215_comb","SeuratProject",12670.2864717,6639,"Macro. cell",0.745485782087308,"Macro cell",27.7807457213411,-23.7430922139488
"CY88CD45_150813_F07_S355_comb","SeuratProject",12185.4677076,5803,"Macro. cell",0.764383327864459,"Macro cell",27.7758121527126,-25.1229835678474
"CY88CD45POS_2_F11_S455_comb","SeuratProject",9367.36291929997,4306,"T cell",0.542465300519674,"T cell",3.2237959917901,-10.4532347381376
"CY88CD45_150813_F09_S357_comb","SeuratProject",13644.6529801,6187,"T cell",0.675924560718079,"T cell",6.1263546964074,14.5301605511968
"CY88CD45POS_2_G06_S462_comb","SeuratProject",8669.33750259998,4221,"NK cell",0.593952721451581,"NK cell",-10.9648309895414,-5.61008957608482
"CY94CD45POS_1_C08_S128_comb","SeuratProject",17998.106709,9025,"T cell",0.0254380507840795,"T cell",-1.20055516022284,25.9101696571932
"CY88CD45_150813_B09_S309_comb","SeuratProject",8497.21932729999,3698,"T cell",0.590136747903289,"T cell",2.25852928193438,-11.2168479702707
"CY88CD45POS_2_D09_S429_comb","SeuratProject",13804.3461166,6472,"T cell",0.220632600969684,"T cell",-1.58298702245045,25.0887715470596
"CY94CD45POS_1_C09_S129_comb","SeuratProject",12627.0693796,5285,"T cell",0.600091022808694,"T cell",13.7502432953036,-0.748151775666115
"CY88CD45POS_7_B05_S209_comb","SeuratProject",10137.4103162,5079,"T cell",0.584734672412227,"T cell",7.79874529234902,-6.02411501535475
"CY88CD45_150813_H10_S382_comb","SeuratProject",5189.79548219999,2188,"T cell",0.543521324626139,"T cell",-18.3372224897569,-9.41931477635569
"CY88CD45POS_2_F05_S449_comb","SeuratProject",9707.16118080003,4538,"T cell",0.570881226869104,"T cell",-5.22543860941558,13.0094420888485
"CY88CD45POS_2_B01_S397_comb","SeuratProject",9773.25780969998,5006,"T cell",0.556967861370533,"T cell",-7.8297354922712,9.47678914566175
"CY88CD45POS_2_C01_S409_comb","SeuratProject",13530.7720761,7171,"Macro. cell",0.694941573988697,"Macro cell",29.2575514560501,-24.9211441027832
"CY88CD45POS_7_B07_S211_comb","SeuratProject",8801.07119750002,4691,"T cell",0.569130998809151,"T cell",6.97498943686078,-19.1175929786164
"CY88CD45_150813_E08_S344_comb","SeuratProject",5717.18328670001,2987,"T cell",0.571906346812249,"T cell",-19.8255106570105,-9.21597952425703
"CY94CD45POS_1_E04_S148_comb","SeuratProject",10123.7875181,4583,"NK cell",0.520901252699763,"NK cell",-0.506472986410262,5.05577863066415
"CY94CD45POS_1_G09_S177_comb","SeuratProject",10274.8554189,5386,"B cell",0.543987722537789,"B cell",7.25127143556111,28.766192740864
"CY88CD45POS_7_D09_S237_comb","SeuratProject",15729.5941174,8146,"T cell",0.109570048798579,"T cell",-1.39150741870692,25.7150428986677
"CY94CD45POS_1_E08_S152_comb","SeuratProject",9002.3203595,4130,"B cell",0.525501189977172,"B cell",17.40289594657,26.3879757921101
"CY88CD45_150813_B07_S307_comb","SeuratProject",9416.92040450002,3783,"T cell",0.549086267323275,"T cell",-4.51982741861948,-11.41662977171
"CY88CD45POS_2_C03_S411_comb","SeuratProject",9109.53434130001,4534,"T cell",0.580475405096452,"T cell",2.76409798454073,-10.8259380157628
"CY94CD45POS_1_A11_S107_comb","SeuratProject",8393.1243285,3385,"T cell",0.583883591732184,"T cell",10.3987806016268,-17.9138713603365
"CY88CD45POS_7_F04_S256_comb","SeuratProject",6719.34690550001,2361,"Macro. cell",0.643827237719842,"Macro cell",22.2849750927836,-27.8359173838814
"CY94CD45POS_1_G12_S180_comb","SeuratProject",7985.47389489998,4391,"B cell",0.52216306861789,"B cell",21.3339402290645,30.0761661456966
"CY88CD45POS_7_G04_S268_comb","SeuratProject",13701.3433827,8206,"Macro. cell",0.805781872996134,"Macro cell",28.7525106300043,-24.3602937724241
"CY88CD45POS_7_E09_S249_comb","SeuratProject",11235.2859855001,5947,"Macro. cell",0.674587531957863,"Macro cell",25.6197238243327,-24.6419209283389
"CY88CD45POS_7_G03_S267_comb","SeuratProject",9003.83681700001,4733,"B cell",0.54645278141587,"B cell",23.0024163160852,26.3195755788438
"CY88CD45POS_2_B07_S403_comb","SeuratProject",8344.39967059999,3929,"Macro. cell",0.625589345450906,"Macro cell",20.0934827475889,-26.9532403013454
"CY88CD45_150813_D03_S327_comb","SeuratProject",10587.415386,6555,"Macro. cell",0.761003641652696,"Macro cell",24.7354853590554,-26.8465912007264
"CY88CD45_150813_E02_S338_comb","SeuratProject",12611.4870826,6879,"Macro. cell",0.768052815779575,"Macro cell",28.474147775773,-24.6469166999735
"CY94CD45POS_1_H03_S183_comb","SeuratProject",8704.35513030001,4133,"B cell",0.54200283430903,"B cell",27.2684127613708,22.4927855960481
"CY88CD45POS_7_C05_S221_comb","SeuratProject",10257.8921231,5434,"B cell",0.639000100898621,"B cell",7.77031231007275,31.5668393655069
"CY94CD45POS_1_D03_S135_comb","SeuratProject",8708.08175280001,4734,"B cell",0.547621765335208,"B cell",22.5940728676169,25.024311984553
"CY88CD45_150813_H01_S373_comb","SeuratProject",6857.85655450001,3568,"T cell",0.496687962849859,"T cell",-0.144809512202283,-24.9647075000731
"CY94CD45POS_1_H07_S187_comb","SeuratProject",14233.8796626,6430,"T cell",0.526294651634517,"T cell",12.851968463313,-0.206198050338936
"CY88CD45_150813_F11_S359_comb","SeuratProject",8292.31364829997,4640,"T cell",0.586679808427155,"T cell",-2.91247594044663,-14.3105642825429
"CY88CD45POS_2_F09_S453_comb","SeuratProject",11002.4470554001,5491,"NK cell",0.552416720269126,"NK cell",6.51691601471713,0.921252273934544
"CY94_CD45NEG_CD90POS_2_F08_S68_comb","SeuratProject",12165.37417,5064,"Endo. cell",0.659278881777629,"Endo cell",-41.3490168165033,-9.04245540783239
"CY84_PRIM_POS_All_6_B03_S399_comb","SeuratProject",8525.37546259999,4041,"Macro. cell",0.673659223624201,"Macro cell",22.7797620671221,-26.1472016474549
"CY94_CD45NEG_CD90POS_2_B10_S22_comb","SeuratProject",9792.07132810001,3709,"CAF cell",0.671106105692683,"CAF cell",-8.12729726644793,36.0236572139332
"CY84_PRIM_POS_All_6_G06_S462_comb","SeuratProject",8348.99313,3303,"Macro. cell",0.686341719011496,"Macro cell",22.7396157748813,-25.9473768940319
"CY94_CD45NEG_CD90POS_2_H07_S91_comb","SeuratProject",9085.18381250001,1970,"CAF cell",0.686185231466132,"CAF cell",-9.1127174513364,36.9272469571643
"CY94_CD45NEG_CD90POS_2_B04_S16_comb","SeuratProject",8212.27437800001,3770,"B cell",0.707951182053876,"B cell",22.6043167761772,33.0498442338122
"CY94_CD45NEG_CD90POS_2_A08_S8_comb","SeuratProject",13358.7515567,5522,"Endo. cell",0.759774326033906,"Endo cell",-42.0409853084827,-6.88937597411017
"CY84_PRIM_POS_All_7_H09_S285_comb","SeuratProject",8711.51788130001,4108,"Macro. cell",0.758333366272818,"Macro cell",22.9375836312801,-25.846743326017
"CY84_PRIM_POS_All_7_E07_S247_comb","SeuratProject",6730.7344035,2173,"NK cell",0.557920912168482,"NK cell",-17.2811628869917,-6.28382070115363
"CY84_PRIM_POS_All_6_A07_S391_comb","SeuratProject",9034.0262721,4432,"T cell",0.565389583528011,"T cell",2.82594517726911,2.33780675984866
"CY94_CD45NEG_CD90POS_2_C09_S33_comb","SeuratProject",9315.26767590002,4100,"T cell",0.612588955986225,"T cell",-2.90159292574474,-13.0628691752771
"CY84_PRIM_POS_All_7_B11_S215_comb","SeuratProject",7856.58561570001,3209,"T cell",0.549960559013964,"T cell",-9.80940625490994,0.76856238477981
"CY84_PRIM_POS_All_7_B06_S210_comb","SeuratProject",7571.4833756,2517,"NK cell",0.552428125661155,"NK cell",0.193751097662037,-17.3337150361668
"CY84_PRIM_POS_All_8_B11_S119_comb","SeuratProject",11630.8459162,4793,"Macro. cell",0.773352356758791,"Macro cell",27.6615649363192,-25.4914478393612
"CY84_PRIM_POS_All_8_E10_S154_comb","SeuratProject",7661.0785678,3541,"NK cell",0.609953641260083,"NK cell",-15.8633417110398,-8.23766864855115
"CY94_CD45NEG_CD90POS_2_E05_S53_comb","SeuratProject",12225.91606,4799,"Endo. cell",0.748773704202261,"Endo cell",-41.0319164936869,-9.41727839267507
"CY94_CD45NEG_CD90POS_2_F06_S66_comb","SeuratProject",14748.3918863,6627,"CAF cell",0.661906471718109,"CAF cell",-8.70702396506658,37.7406692779485
"CY94_CD45NEG_CD90POS_2_G10_S82_comb","SeuratProject",13049.5125359,4982,"Endo. cell",0.792318641009674,"Endo cell",-42.0834737650321,-6.69297097043367
"CY94_CD45NEG_CD90POS_2_A05_S5_comb","SeuratProject",7537.48209519999,3499,"T cell",0.544093760598144,"T cell",2.44462930082556,-19.2810124508816
"CY84_PRIM_POS_All_8_B06_S114_comb","SeuratProject",6907.99399900001,2168,"Macro. cell",0.654572799523084,"Macro cell",21.8662474591826,-26.8275174252665
"CY84_PRIM_POS_All_7_F12_S264_comb","SeuratProject",7402.1503886,3336,"Macro. cell",0.770585288752836,"Macro cell",22.3659046746698,-26.9999974506657
"CY94_CD45NEG_CD90POS_2_D05_S41_comb","SeuratProject",11772.2309253,4799,"Endo. cell",0.725913090113277,"Endo cell",-40.2759348802824,-7.6894740052816
"CY84_PRIM_POS_All_8_D04_S136_comb","SeuratProject",7985.72640360002,3799,"Macro. cell",0.730532690485834,"Macro cell",22.5227145141757,-25.9945060337708
"CY94_CD45NEG_CD90POS_2_B12_S24_comb","SeuratProject",10459.1112906,4264,"Endo. cell",0.748927161968315,"Endo cell",-40.6706667645652,-9.21508046137707
"CY84_PRIM_POS_All_6_C09_S417_comb","SeuratProject",8098.23799419999,4026,"T cell",0.606484447628689,"T cell",-0.421286899651698,-5.20412117746184
"CY84_PRIM_POS_All_6_C05_S413_comb","SeuratProject",11663.5757033,5616,"Macro. cell",0.734368963101878,"Macro cell",26.2963628904213,-23.2582118102655
"CY84_PRIM_POS_All_6_C10_S418_comb","SeuratProject",10462.2527545,4048,"Macro. cell",0.786467391959097,"Macro cell",26.1731310834109,-23.3459902097628
"CY94_CD45NEG_CD90POS_2_G06_S78_comb","SeuratProject",10921.2305857,4495,"CAF cell",0.57753543428593,"CAF cell",-8.37598298768832,36.5871135970274
"CY84_PRIM_POS_All_8_H07_S187_comb","SeuratProject",10143.8275246,3871,"Macro. cell",0.698360699553825,"Macro cell",24.0658187854813,-24.5631925289168
"CY84_PRIM_POS_All_6_G08_S464_comb","SeuratProject",11723.9583925,3993,"Macro. cell",0.773703854952105,"Macro cell",27.0524887244988,-24.1555009468228
"CY94_CD45NEG_CD90POS_2_B06_S18_comb","SeuratProject",14014.4628748,5696,"Endo. cell",0.706729893333774,"Endo cell",-41.2114004451812,-9.41600797015102
"CY94_CD45NEG_CD90POS_2_G07_S79_comb","SeuratProject",14236.1698831,6041,"Endo. cell",0.730850631159226,"Endo cell",-42.0857328036514,-7.3104939773061
"CY84_PRIM_POS_All_7_G05_S269_comb","SeuratProject",8358.72427559999,2023,"T cell",0.671062288309776,"T cell",-13.0050800643045,4.00227022695343
"CY94_CD45NEG_CD90POS_2_F01_S61_comb","SeuratProject",12992.8144806001,5439,"Endo. cell",0.745349904537924,"Endo cell",-41.942662834477,-6.8198148397036
"CY94_CD45NEG_CD90POS_2_F09_S69_comb","SeuratProject",5913.3474917,3484,"B cell",0.554291773519678,"B cell",17.4166898761376,34.4951847121618
"CY84_PRIM_POS_All_6_A11_S395_comb","SeuratProject",6930.72058320003,3990,"Macro. cell",0.587037319584286,"Macro cell",21.9116530743162,-26.4830837622399
"CY94_CD45NEG_CD90POS_2_E06_S54_comb","SeuratProject",10285.5006109,3754,"Macro. cell",0.670553393898289,"Macro cell",25.9943235230499,-22.7967706317744
"CY84_PRIM_POS_All_6_A08_S392_comb","SeuratProject",11200.4985448,4231,"T cell",0.358458573803701,"T cell",-4.29428138125932,24.8693120743559
"CY84_PRIM_POS_All_6_C04_S412_comb","SeuratProject",9389.8022326,3667,"T cell",0.615364641403788,"T cell",-8.53506204038659,8.27048273570194
"CY94_CD45NEG_CD90POS_2_A03_S3_comb","SeuratProject",10703.8743327,4750,"Endo. cell",0.659998732155178,"Endo cell",-40.7730835526156,-8.80344286810552
"CY84_PRIM_POS_All_6_D12_S432_comb","SeuratProject",12434.9782327,5688,"Macro. cell",0.765923017480047,"Macro cell",27.416332906527,-24.5982740069082
"CY94_CD45NEG_CD90POS_2_B11_S23_comb","SeuratProject",9816.61428350002,3795,"B cell",0.640480248707628,"B cell",8.78734056540217,30.5655945363056
"CY94_CD45NEG_CD90POS_2_C11_S35_comb","SeuratProject",6357.85644119999,3269,"CAF cell",0.647007012250161,"CAF cell",-8.31423801215581,35.3033354908667
"CY84_PRIM_POS_All_8_B08_S116_comb","SeuratProject",7583.48581800001,2791,"T cell",0.537624676041475,"T cell",-0.53414414311194,-17.6499807914685
"CY94_CD45NEG_CD90POS_2_C03_S27_comb","SeuratProject",11607.7823225,5481,"T cell",0.551723389432881,"T cell",10.8006473502307,-6.51833238710351
"CY84_PRIM_POS_All_7_B04_S208_comb","SeuratProject",9856.08900900002,3040,"Macro. cell",0.807250274332745,"Macro cell",24.1063689171643,-24.7526886176695
"CY84_PRIM_POS_All_7_B12_S216_comb","SeuratProject",7742.90306799999,2317,"T cell",0.532888347104474,"T cell",0.972029181767827,-9.26129187095002
"CY94_CD45NEG_CD90POS_2_F04_S64_comb","SeuratProject",8229.06614019999,3869,"B cell",0.491336998724771,"B cell",16.2419349110008,28.8012598175153
"CY84_PRIM_POS_All_7_E12_S252_comb","SeuratProject",10126.7875236,4438,"Macro. cell",0.715860036793569,"Macro cell",25.7211668601654,-25.9977224724804
"CY84_PRIM_POS_All_8_C07_S127_comb","SeuratProject",11607.3237778,5548,"Macro. cell",0.774867957346362,"Macro cell",26.9709495376691,-24.1123743178574
"CY84_PRIM_POS_All_7_D01_S229_comb","SeuratProject",10666.3286076,4845,"Macro. cell",0.683330584867436,"Macro cell",26.0929649237988,-25.7240770022169
"SS2_D3_S171_comb","SeuratProject",11022.3553468,5013,"T cell",0.559254009279992,"T cell",4.53285231125985,11.7619477593184
"monika_C11_S119_comb","SeuratProject",9076.18335530001,4714,"T cell",0.580356761685886,"T cell",1.89674069249707,3.08211898323685
"monika_D1_S126_comb","SeuratProject",7544.4103439,4972,"T cell",0.514074022697315,"T cell",-7.67044340265066,2.12317788313239
"SS2_C8_S167_comb","SeuratProject",12065.1992053,7032,"T cell",0.504785409730255,"T cell",3.74483640737366,13.5523722043607
"SS2_E6_S179_comb","SeuratProject",14311.5002555,7507,"T cell",0.46828348329867,"T cell",3.82843127589674,13.9552223073846
"SS2_G11_S188_comb","SeuratProject",11268.2855809,5069,"T cell",0.466264811131983,"T cell",14.4696790679346,9.44094478266376
"monika_F6_S149_comb","SeuratProject",11285.456353,6312,"T cell",0.517330758145141,"T cell",1.94099466426987,11.3011321901762
"monika_D7_S132_comb","SeuratProject",8531.51477129999,4589,"T cell",0.50469205183607,"T cell",-3.48029165298314,0.284226028816795
"monika_F4_S147_comb","SeuratProject",9517.70070810002,5255,"T cell",0.562104096599489,"T cell",1.34212352900877,3.49480864841499
"monika_C12_S120_comb","SeuratProject",8470.948556,4790,"T cell",0.590994517703152,"T cell",-0.549566909524503,-1.45833422292709
"SS2_C5_S166_comb","SeuratProject",11515.3985616,5999,"T cell",0.524070997824993,"T cell",4.33878339484221,11.3042171203157
"SS2_B11_S158_comb","SeuratProject",11350.821151,5348,"T cell",0.367807179794786,"T cell",-0.615900990109346,17.518309723476
"monika_A2_S101_comb","SeuratProject",11759.1323956,5831,"T cell",0.51393017907962,"T cell",13.7882143633702,8.47853005324776
