"","expression","weight","gene","threshold"
"SAFB2",-0.00180431196229455,-0.000266597408092352,"SAFB2","Negative"
"SALL1",0.00921069565136282,0.000665019925432343,"SALL1","Positive"
"SALL2",-0.0160244043649398,-0.00196641444319024,"SALL2","Negative"
"SALL4",-0.0285160307652318,-0.00198151511743962,"SALL4","Negative"
"SAMD1",-0.013157352279563,-0.000477262173157579,"SAMD1","Negative"
"SAMD10",-0.0161612574859632,-0.000751155692528227,"SAMD10","Negative"
"SAMD11",-0.0996089880506536,-0.00150855220617773,"SAMD11","Negative"
"SAMD12",0.0435933861849839,0.0020912096470296,"SAMD12","Positive"
"SAMD13",-0.0308654491871745,0.0030058276508055,"SAMD13","Positive"
"SAMD14",-0.00913991759694938,-0.00140215318079855,"SAMD14","Negative"
"SAMD3",-0.0360447313470678,-0.0195668467385295,"SAMD3","Negative"
"SAMD4A",0.0268985388922361,0.00207176319858053,"SAMD4A","Positive"
"SAMD4B",0.00204408857442146,-0.000242802942876812,"SAMD4B","Negative"
"SAMD5",0.0741388671197338,0.00152471776923648,"SAMD5","Positive"
"SAMD8",0.0359665564427759,0.00106791905376815,"SAMD8","Positive"
"SAMD9",0.0152599834661173,0.00151369543959906,"SAMD9","Positive"
"SAMD9L",0.044049549387614,0.0026220517601729,"SAMD9L","Positive"
"SAMHD1",0.004093606670835,7.73028116059816e-06,"SAMHD1","Positive"
"SAMM50",0.0015512974146381,-0.000289591880369853,"SAMM50","Negative"
"SAP130",-0.0167534115217403,-0.00136281522953944,"SAP130","Negative"
"SAP18",0.0190464982629061,0.000726205432233231,"SAP18","Positive"
"SAP25",-0.265243360010104,-0.0104260593823131,"SAP25","Negative"
"SAP30",-0.0262237382043059,-0.00148608465291038,"SAP30","Negative"
"SAP30BP",-0.00707520210217505,-0.00050902975443058,"SAP30BP","Negative"
"SAP30L",0.00384596865765747,0.000252732932360459,"SAP30L","Positive"
"SAPCD1",-0.121613231219494,-0.00805257231865063,"SAPCD1","Negative"
"SAPCD2",-0.144528671889439,-0.00156444079633037,"SAPCD2","Negative"
"SAR1A",0.00879824453275366,0.000573267116425586,"SAR1A","Positive"
"SAR1B",0.0127798648964767,0.000698473625020042,"SAR1B","Positive"
"SARAF",0.0415983906522131,0.00203806462877925,"SARAF","Positive"
"SARDH",-0.107011492662803,-0.00877369210956215,"SARDH","Negative"
"SARM1",-0.00657400613555117,-3.82478657276832e-06,"SARM1","Negative"
"SARNP",0.00258424328331985,0.000328842130720295,"SARNP","Positive"
"SARS",0.00934130931280096,-0.000169109165238121,"SARS","Negative"
"SARS2",-0.0270074946690776,-0.00108255532783279,"SARS2","Negative"
"SART1",-0.01707171976233,-0.00080171855178311,"SART1","Negative"
"SART3",-0.0156847927948073,-0.000898494098654702,"SART3","Negative"
"SASH1",0.00225655722622917,0.000129492835423905,"SASH1","Positive"
"SASS6",-0.0450668722529992,-0.00151957276287388,"SASS6","Negative"
"SAT1",0.0672959219834223,0.00185826475937594,"SAT1","Positive"
"SAT2",0.0110568495453255,-0.000217143020609816,"SAT2","Negative"
"SATB1",0.0120290227862206,-0.00114381784162252,"SATB1","Negative"
"SATB2",0.0122419819719048,-7.76839150721782e-05,"SATB2","Negative"
"SAV1",0.0147621541088702,-0.000285413498527731,"SAV1","Negative"
"SAXO2",0.055261970160704,-0.00278450360400007,"SAXO2","Negative"
"SAYSD1",-0.00362513014915598,-0.000611287661464684,"SAYSD1","Negative"
"SBDS",0.0297363818778488,0.00135572395263135,"SBDS","Positive"
"SBF1",-0.000731477889809061,0.000609957865223913,"SBF1","Positive"
"SBF2",0.00356092854996134,-0.00022222224697803,"SBF2","Negative"
"SBNO1",0.0107560107653616,0.000160138560176351,"SBNO1","Positive"
"SBNO2",6.04107661990481e-05,4.97657741826686e-05,"SBNO2","Positive"
"SBSN",0.0421016096760754,-0.00173820325779897,"SBSN","Negative"
"SBSPON",-0.0651561996621977,-0.00330572300690975,"SBSPON","Negative"
"SC5D",0.00943317577182639,-0.000922875834997589,"SC5D","Negative"
"SCAF1",-0.00269605215834444,-4.36256087103926e-05,"SCAF1","Negative"
"SCAF11",0.00404875737848524,0.000120093789667007,"SCAF11","Positive"
"SCAF4",-0.0109893466434325,-0.00079284705794656,"SCAF4","Negative"
"SCAF8",-0.00808541926539014,-0.000821995551552497,"SCAF8","Negative"
"SCAI",-0.00211298543451649,-0.000256194862664188,"SCAI","Negative"
"SCAMP1",0.0318147134577435,0.00164962793486721,"SCAMP1","Positive"
"SCAMP2",0.0052322924686798,-5.94791184478179e-06,"SCAMP2","Negative"
"SCAMP3",0.00731889715175458,-6.15114013778044e-05,"SCAMP3","Negative"
"SCAMP4",0.0117895614675939,0.000168472556440211,"SCAMP4","Positive"
"SCAMP5",0.0560917599578464,0.00372790832686803,"SCAMP5","Positive"
"SCAND1",-0.0347163718264995,-0.000414910928674565,"SCAND1","Negative"
"SCAP",0.00590581300257375,0.000426277922064466,"SCAP","Positive"
"SCAPER",-0.0089897295938297,-0.000627793068059764,"SCAPER","Negative"
"SCARA3",-0.062884690152069,-0.00311700048578149,"SCARA3","Negative"
"SCARB1",0.00626818076504964,-0.000403971897695401,"SCARB1","Negative"
"SCARB2",0.0215147153982559,0.000790841305341072,"SCARB2","Positive"
"SCARF1",0.0560672403390916,0.00467265217950586,"SCARF1","Positive"
"SCARF2",-0.0282706303019433,-1.98799823539958e-05,"SCARF2","Negative"
"SCART1",-0.00152216461308945,0.000728438294738423,"SCART1","Positive"
"SCCPDH",0.0050981965147295,0.000471014811106895,"SCCPDH","Positive"
"SCD",-0.0633173002163968,-0.0058651286403818,"SCD","Negative"
"SCD5",0.0267005115208637,0.00201663050831728,"SCD5","Positive"
"SCEL",0.0661654498995835,7.31654680513907e-05,"SCEL","Positive"
"SCFD1",0.011545692832356,0.000296485859540424,"SCFD1","Positive"
"SCFD2",0.0010542408347161,6.98858068414418e-05,"SCFD2","Positive"
"SCG2",0.0288668595054885,0.00396243333093563,"SCG2","Positive"
"SCG5",0.065775906669187,0.00323727060324775,"SCG5","Positive"
"SCHIP1",0.00644167367121916,0.000579829576857231,"SCHIP1","Positive"
"SCIN",-0.0575860112067304,-0.00492775345556953,"SCIN","Negative"
"SCLT1",-0.0495981820301682,-0.00127119042106974,"SCLT1","Negative"
"SCLY",-0.0461884438910237,-0.00245211885027862,"SCLY","Negative"
"SCMH1",-0.0264134987148192,-0.00150644826035027,"SCMH1","Negative"
"SCML1",-0.02143198331651,-0.00113746207224506,"SCML1","Negative"
"SCML2",-0.104412063400993,-0.00462149803200147,"SCML2","Negative"
"SCN1A",0.199791950390137,0.0101058756836809,"SCN1A","Positive"
"SCN1B",0.0183424806003883,0.00257079976034509,"SCN1B","Positive"
"SCN2A",0.104805800266057,0.00624478968041998,"SCN2A","Positive"
"SCN3A",-0.040035745924423,-0.0089493128935031,"SCN3A","Negative"
"SCN4B",0.102944051449488,0.00676975578506013,"SCN4B","Positive"
"SCN5A",0.0313543619375391,-0.00173307084267119,"SCN5A","Negative"
"SCN7A",0.0537504441406988,-0.00356699930137882,"SCN7A","Negative"
"SCN8A",0.00243153529319837,0.000186290487104196,"SCN8A","Positive"
"SCN9A",0.00030540710840854,-0.00124725716107677,"SCN9A","Negative"
"SCNM1",-0.00215620632084115,-0.000311076329033907,"SCNM1","Negative"
"SCNN1A",0.162908181710611,0.00667952809611632,"SCNN1A","Positive"
"SCNN1B",0.224938233455138,0.0136873281580327,"SCNN1B","Positive"
"SCNN1D",-0.0137131795659134,-0.000430503475039119,"SCNN1D","Negative"
"SCO1",-0.0107254445828608,7.25369824401813e-05,"SCO1","Positive"
"SCO2",-0.0312124475397194,0.00165316105258126,"SCO2","Positive"
"SCOC",0.0344364752401135,0.00117137481051676,"SCOC","Positive"
"SCP2",0.0195265792211998,0.000931603845600811,"SCP2","Positive"
"SCPEP1",0.0267397739935756,0.00103938947921481,"SCPEP1","Positive"
"SCRG1",0.091829172988387,0.00808592199216748,"SCRG1","Positive"
"SCRIB",-0.0117722405704822,0.0002593071798927,"SCRIB","Positive"
"SCRN1",0.01100883638031,0.000147388965956195,"SCRN1","Positive"
"SCRN2",-0.00576578052419235,0.000703639588243516,"SCRN2","Positive"
"SCRN3",0.0129803858686601,0.00101567770311669,"SCRN3","Positive"
"SCUBE2",-0.0550438662964867,-0.000671999579564405,"SCUBE2","Negative"
"SCUBE3",-0.0083385795846776,-7.50249285796192e-05,"SCUBE3","Negative"
"SCX",-0.00577041188553325,0.00525933499694639,"SCX","Positive"
"SCYL1",0.00470581154394213,0.000133614529575354,"SCYL1","Positive"
"SCYL2",0.0115151755701047,0.000431955417099527,"SCYL2","Positive"
"SCYL3",-0.00676536030569009,-0.000980044122211641,"SCYL3","Negative"
"SDAD1",0.00829984224358715,0.000144456851891502,"SDAD1","Positive"
"SDC1",-0.0325830211156724,-0.00054418575298657,"SDC1","Negative"
"SDC2",-0.00463081578557135,-0.000179956270058178,"SDC2","Negative"
"SDC3",0.0137373281995945,0.000825932386723377,"SDC3","Positive"
"SDC4",0.0238435012527828,0.000817388664953426,"SDC4","Positive"
"SDCBP",0.0214824986151278,0.000426130560024873,"SDCBP","Positive"
"SDCBP2",0.021584964644326,-0.000237209072492408,"SDCBP2","Negative"
"SDCCAG8",0.0225569605762022,0.00091655415724171,"SDCCAG8","Positive"
"SDE2",-0.000730959949290917,-0.000327607450572157,"SDE2","Negative"
"SDF2",0.0228892417390994,0.00143129517583947,"SDF2","Positive"
"SDF2L1",-0.0237022990356955,-0.000624428646148359,"SDF2L1","Negative"
"SDF4",0.0111280167895754,0.000845737337054195,"SDF4","Positive"
"SDHA",-0.00378513023118282,0.000261329953935865,"SDHA","Positive"
"SDHAF1",-0.00726627319595495,4.07899561471788e-05,"SDHAF1","Positive"
"SDHAF2",0.00266666186542533,-0.000525987607808496,"SDHAF2","Negative"
"SDHAF3",-0.0271266453367995,-0.00172639595847981,"SDHAF3","Negative"
"SDHAF4",0.00880004836383372,0.00118683487969541,"SDHAF4","Positive"
"SDHB",0.00791646440303943,0.000557169220151167,"SDHB","Positive"
"SDHC",0.00997761048492667,0.00079198139106696,"SDHC","Positive"
"SDHD",0.00790363365292857,-0.000236842302527852,"SDHD","Negative"
"SDK1",0.14556137473534,0.00611066061255821,"SDK1","Positive"
"SDK2",-0.0235985569030693,-0.00255657568728468,"SDK2","Negative"
"SDR16C5",-0.0139011826741877,-0.00353524971863995,"SDR16C5","Negative"
"SDR39U1",-0.0124415033090823,-0.000404726008759462,"SDR39U1","Negative"
"SDR42E1",0.0657621293221009,0.00402972733920612,"SDR42E1","Positive"
"SDR9C7",0.0973148490758971,0.00459566454211483,"SDR9C7","Positive"
"SDSL",-0.0671493922156726,-9.40971217606324e-05,"SDSL","Negative"
"SEC11A",0.001479302488781,-0.000481989340800695,"SEC11A","Negative"
"SEC11C",-0.00313716616894195,0.00090468824781105,"SEC11C","Positive"
"SEC13",-0.0118927610757244,-0.000900167821664908,"SEC13","Negative"
"SEC14L1",0.000672808125220128,-0.000476205008144848,"SEC14L1","Negative"
"SEC14L2",7.99216981968729e-06,0.00101972821171702,"SEC14L2","Positive"
"SEC16A",-0.00153464824242142,-0.000844496343498878,"SEC16A","Negative"
"SEC16B",0.0566224007991485,0.00298080452583814,"SEC16B","Positive"
"SEC22A",0.00609132141528171,0.00040895628284487,"SEC22A","Positive"
"SEC22B",0.0360410065744838,0.00140924749202542,"SEC22B","Positive"
"SEC22C",0.00401459825616883,0.000277238490525553,"SEC22C","Positive"
"SEC23A",-0.00117895267938377,0.000152064291685471,"SEC23A","Positive"
"SEC23B",-0.00240659647884288,-0.000399697507318211,"SEC23B","Negative"
"SEC23IP",-0.00356359718418015,-0.000348269462914217,"SEC23IP","Negative"
"SEC24A",0.0206734551707777,0.000739359568115967,"SEC24A","Positive"
"SEC24B",0.00739831452765996,-0.000110329365723953,"SEC24B","Negative"
"SEC24C",0.00616798998080055,-7.54671748610174e-06,"SEC24C","Negative"
"SEC24D",-0.00902497823512756,-0.000683308708800196,"SEC24D","Negative"
"SEC31A",0.0117222632247787,0.000501548947085313,"SEC31A","Positive"
"SEC31B",0.0137644673423423,0.00118414755170994,"SEC31B","Positive"
"SEC61A1",0.00438148645567581,-0.000166020601854179,"SEC61A1","Negative"
"SEC61A2",0.00481670479079294,0.000218941495704001,"SEC61A2","Positive"
"SEC61B",-0.00336238839564211,-0.000400067041682845,"SEC61B","Negative"
"SEC61G",0.0206370461585588,0.00140425048279134,"SEC61G","Positive"
"SEC62",0.0241307297265202,0.00119517256453421,"SEC62","Positive"
"SEC63",0.0245443285217862,0.000914930178238017,"SEC63","Positive"
"SECISBP2",-0.00154868571899057,-0.000406450386328106,"SECISBP2","Negative"
"SECISBP2L",0.0164766237172864,0.00102218775518656,"SECISBP2L","Positive"
"SECTM1",-0.032123174331679,-0.00380598523176527,"SECTM1","Negative"
"SEH1L",-0.0280409434083972,-0.00218924028552926,"SEH1L","Negative"
"SEL1L",0.0240233331453421,0.00147156999800144,"SEL1L","Positive"
"SEL1L2",-0.015794883458466,-0.00495716736021825,"SEL1L2","Negative"
"SEL1L3",-0.0155584148612175,-0.00204291603033307,"SEL1L3","Negative"
"SELENBP1",-0.0333728887035904,-0.00269990997233041,"SELENBP1","Negative"
"SELENOF",0.0233273981283298,0.000239964970908066,"SELENOF","Positive"
"SELENOH",0.00182822730222247,0.000799382216982813,"SELENOH","Positive"
"SELENOI",0.00550375848953632,2.30533893107075e-05,"SELENOI","Positive"
"SELENOK",0.0163375590371731,0.000866670054400933,"SELENOK","Positive"
"SELENOM",0.0292014244527828,0.00283816905710911,"SELENOM","Positive"
"SELENON",-0.0154084881254224,-0.000989326299514893,"SELENON","Negative"
"SELENOO",-0.00399091854010371,0.000488343954813422,"SELENOO","Positive"
"SELENOP",-0.034611951398739,-0.0046855586039303,"SELENOP","Negative"
"SELENOS",0.00206735305521129,0.000189964106487231,"SELENOS","Positive"
"SELENOT",0.0355174065178909,0.00110399019989364,"SELENOT","Positive"
"SELENOW",0.0353621766632865,0.00345966740045207,"SELENOW","Positive"
"SELP",0.0610211637418224,0.0057376241485146,"SELP","Positive"
"SELPLG",0.0118574116197243,0.00263179226229441,"SELPLG","Positive"
"SEM1",-0.014243728871421,-0.00134179700132042,"SEM1","Negative"
"SEMA3A",0.0396517818796483,0.00097935787141179,"SEMA3A","Positive"
"SEMA3B",-0.0303584226471714,-0.00107022106189798,"SEMA3B","Negative"
"SEMA3C",0.0496355372368669,0.00202086167821464,"SEMA3C","Positive"
"SEMA3D",-0.0349746170718182,-2.16970889841889e-05,"SEMA3D","Negative"
"SEMA3E",0.017512305061989,-0.00664068128125113,"SEMA3E","Negative"
"SEMA3F",0.0134159457173455,0.000482223225907168,"SEMA3F","Positive"
"SEMA4A",-0.0353892635618706,-0.00118613008109607,"SEMA4A","Negative"
"SEMA4B",-0.00696790707603303,-0.00150533070965804,"SEMA4B","Negative"
"SEMA4C",-0.0239554979931297,-0.000811744745528737,"SEMA4C","Negative"
"SEMA4D",-0.0434347573741069,-0.00159771312179082,"SEMA4D","Negative"
"SEMA4F",0.0037591410608895,0.0010860218094338,"SEMA4F","Positive"
"SEMA4G",-0.0136482652719109,-0.0013907942026801,"SEMA4G","Negative"
"SEMA5A",0.014935252702864,-0.000620867032163601,"SEMA5A","Negative"
"SEMA5B",-0.0421729628096784,-0.00476886463004993,"SEMA5B","Negative"
"SEMA6A",0.0432738976390411,-0.000115155226876939,"SEMA6A","Negative"
"SEMA6B",0.000769289678825958,-0.00108673944878957,"SEMA6B","Negative"
"SEMA6C",-0.0324345143354181,-0.000334373806812696,"SEMA6C","Negative"
"SEMA6D",0.0476558167292298,-0.000487820204460127,"SEMA6D","Negative"
"SEMA7A",0.0149496948021555,0.0004787016076746,"SEMA7A","Positive"
"SENP1",-0.035103145263834,-0.00175954345611588,"SENP1","Negative"
"SENP2",0.00771912755512625,0.000177011521156979,"SENP2","Positive"
"SENP3",0.00461239568632489,0.000575235310728939,"SENP3","Positive"
"SENP3-EIF4A1",-0.0394766944057844,-0.00344194472908581,"SENP3-EIF4A1","Negative"
"SENP5",0.0237871011821206,0.00112599984156485,"SENP5","Positive"
"SENP6",0.0070781604744157,0.00051192482899246,"SENP6","Positive"
"SENP7",-0.035167867671479,-0.000911300747589535,"SENP7","Negative"
"SENP8",-0.00877662057698288,-0.000270797768642178,"SENP8","Negative"
"SEPHS1",-0.0466225920087046,-0.00274850443452849,"SEPHS1","Negative"
"SEPHS2",0.00137205599243271,-0.00142788851879671,"SEPHS2","Negative"
"SEPSECS",-0.00428400194477358,0.000573204830530781,"SEPSECS","Positive"
"SEPT10",-0.00108793306074099,0.000273329439855754,"SEPT10","Positive"
"SEPT11",0.0200686653502566,0.000712829697369427,"SEPT11","Positive"
"SEPT2",0.0168612647650496,0.000855600817535904,"SEPT2","Positive"
"SEPT3",0.222051890948923,0.0151511595574934,"SEPT3","Positive"
"SEPT4",-0.175977066763916,-0.0087467761577728,"SEPT4","Negative"
"SEPT5",-0.000418108716145744,0.000358458931576782,"SEPT5","Positive"
"SEPT6",-0.0416091041397344,-0.00179519605770909,"SEPT6","Negative"
"SEPT7",-0.00442156364779546,0.000291281787245681,"SEPT7","Positive"
"SEPT8",0.0112971646209702,0.000568291315663465,"SEPT8","Positive"
"SEPT9",-0.00702704065104981,-0.000381875728711413,"SEPT9","Negative"
"SERAC1",0.00392942423196652,-0.000224625078284686,"SERAC1","Negative"
"SERBP1",-0.00884152731792183,-0.000767342562912832,"SERBP1","Negative"
"SERF1A",-0.000135932894307782,0.000412999266134043,"SERF1A","Positive"
"SERF1B",-0.000201471845107597,0.00035676533756012,"SERF1B","Positive"
"SERF2",0.0180013509924122,0.00110052696103721,"SERF2","Positive"
"SERGEF",0.0102138199964703,0.000784568831498981,"SERGEF","Positive"
"SERHL2",0.000292561396311068,0.000883364540356647,"SERHL2","Positive"
"SERINC1",0.0543820260852383,0.00256403408125573,"SERINC1","Positive"
"SERINC2",0.00389224871325522,-0.00136418982010651,"SERINC2","Negative"
"SERINC3",0.0430026048519544,0.00157599577771808,"SERINC3","Positive"
"SERINC5",0.000497046373598913,-0.00034359897444457,"SERINC5","Negative"
"SERP1",0.0217949099056212,0.00105131403095737,"SERP1","Positive"
"SERP2",-0.0297319591995202,-0.0022222212417616,"SERP2","Negative"
"SERPINA1",-0.0298995655355993,-0.00941782055230007,"SERPINA1","Negative"
"SERPINA3",0.0982426635849981,0.006933731176325,"SERPINA3","Positive"
"SERPINA9",0.159640889182648,0.00977074544029743,"SERPINA9","Positive"
"SERPINB1",0.00267429170373874,0.000298082551454113,"SERPINB1","Positive"
"SERPINB10",0.132173120841999,0.00211519218415888,"SERPINB10","Positive"
"SERPINB13",-0.00886083140740749,-0.00232099114075383,"SERPINB13","Negative"
"SERPINB2",0.107468150486621,-3.12655522434159e-05,"SERPINB2","Negative"
"SERPINB3",0.0136263783377724,-0.00306690561652672,"SERPINB3","Negative"
"SERPINB5",0.16802023058377,0.00367141559639212,"SERPINB5","Positive"
"SERPINB6",-0.00231488023005905,-4.82248930432154e-05,"SERPINB6","Negative"
"SERPINB7",0.0208196578247843,-0.00223453025210487,"SERPINB7","Negative"
"SERPINB8",0.0135711785051451,-0.000269345563229458,"SERPINB8","Negative"
"SERPINB9",0.00721479566995562,0.00205762026309969,"SERPINB9","Positive"
"SERPIND1",0.270994224475781,0.0172391217249159,"SERPIND1","Positive"
"SERPINE1",0.0641568572438299,0.00551015975837682,"SERPINE1","Positive"
"SERPINE2",0.0738723238976124,0.00325406963746085,"SERPINE2","Positive"
"SERPINF1",0.00304098918949759,-0.000494108330368163,"SERPINF1","Negative"
"SERPINF2",0.073345036147068,0.001898246631723,"SERPINF2","Positive"
"SERPING1",0.00834956746193292,-0.00199821525804667,"SERPING1","Negative"
"SERPINH1",-0.0493013069949754,-0.00242190285665315,"SERPINH1","Negative"
"SERPINI1",0.0763650912606423,0.00255858416083418,"SERPINI1","Positive"
"SERTAD1",0.00550120934525134,0.00107169549933565,"SERTAD1","Positive"
"SERTAD2",0.00310309089927248,-0.000141049399971615,"SERTAD2","Negative"
"SERTAD3",-0.00449893161752754,0.000816269588903365,"SERTAD3","Positive"
"SERTAD4",-0.0669927220046039,-0.00587087726818688,"SERTAD4","Negative"
"SERTM2",0.0843959597739099,0.00205780375827104,"SERTM2","Positive"
"SESN1",0.0402433152850757,0.00258326708465546,"SESN1","Positive"
"SESN2",0.0214164831489201,0.000590289754161467,"SESN2","Positive"
"SESN3",0.0161523178355246,-0.00176876091652437,"SESN3","Negative"
"SESTD1",-0.00360468358598642,0.000299746132230712,"SESTD1","Positive"
"SET",-0.0247784181790979,-0.00158654796599653,"SET","Negative"
"SETBP1",-0.0205121997607305,-0.00121604516401931,"SETBP1","Negative"
"SETD1A",-0.0342321923913816,-0.00243023938864988,"SETD1A","Negative"
"SETD1B",-0.0337387394574411,-0.00233298112757563,"SETD1B","Negative"
"SETD2",-0.0109475385469441,-0.000787160754479136,"SETD2","Negative"
"SETD3",0.0112372095110979,0.000717833031129098,"SETD3","Positive"
"SETD4",0.00454214816722653,0.0011580877690818,"SETD4","Positive"
"SETD5",-0.000535269254303486,-0.000383329873100574,"SETD5","Negative"
"SETD6",-0.000921418893580354,0.000742207681200632,"SETD6","Positive"
"SETD7",0.0189660961670567,0.000791321720473217,"SETD7","Positive"
"SETD9",-0.00993102781566896,0.000115756555327561,"SETD9","Positive"
"SETDB1",-0.00371615431412349,0.00013211563790841,"SETDB1","Positive"
"SETDB2",-0.00538608717084584,0.000638193450819453,"SETDB2","Positive"
"SETMAR",-0.0307677487832248,-0.00088899715806156,"SETMAR","Negative"
"SETSIP",-0.0300317766873446,0.00086844073826814,"SETSIP","Positive"
"SETX",0.00966817260593601,2.41181061266719e-05,"SETX","Positive"
"SEZ6L2",0.0374591222691445,0.00353762105042561,"SEZ6L2","Positive"
"SF1",-0.00435624296686219,-0.000301075922713012,"SF1","Negative"
"SF3A1",-0.0142812590043379,-0.000827347451469633,"SF3A1","Negative"
"SF3A2",-0.0436700913836787,-0.00150020558954677,"SF3A2","Negative"
"SF3A3",-0.0153825476950607,-0.000688246976983636,"SF3A3","Negative"
"SF3B1",0.00960749677324727,0.000134432154757944,"SF3B1","Positive"
"SF3B2",-0.000543058764450583,-0.000588924404775087,"SF3B2","Negative"
"SF3B3",-0.0131357920527832,-0.000598330210892335,"SF3B3","Negative"
"SF3B4",-0.0220884651978251,-0.0018090636086073,"SF3B4","Negative"
"SF3B5",-0.00280333558428189,-0.000616144218307806,"SF3B5","Negative"
"SF3B6",0.00853016010430621,0.00023706835109289,"SF3B6","Positive"
"SFI1",-0.00298191687859153,0.000698375393435661,"SFI1","Positive"
"SFMBT1",-0.051012811375005,-0.00207912642044063,"SFMBT1","Negative"
"SFMBT2",-0.00493251990015379,-0.00386976053606561,"SFMBT2","Negative"
"SFN",-0.102425126704998,-0.00143537202816402,"SFN","Negative"
"SFPQ",-0.0165713165689786,-0.000693943710196187,"SFPQ","Negative"
"SFR1",-0.00432995918324517,5.68476122323777e-05,"SFR1","Positive"
"SFRP1",-0.0109314605336854,-0.004863317778121,"SFRP1","Negative"
"SFRP2",0.117875097009994,0.00936029521617487,"SFRP2","Positive"
"SFRP4",0.11142820595086,0.0107209354658652,"SFRP4","Positive"
"SFSWAP",-0.0146768748728354,-0.00075699042346351,"SFSWAP","Negative"
"SFT2D1",-0.00169177313338276,-0.000637987310249438,"SFT2D1","Negative"
"SFT2D2",0.0138129481754122,0.00028561822072519,"SFT2D2","Positive"
"SFTPC",-0.0435897676096737,-0.00489318477913552,"SFTPC","Negative"
"SFTPD",-0.0391531566048289,-0.00205943108352416,"SFTPD","Negative"
"SFXN1",-0.00466860696577485,-1.59710927308089e-05,"SFXN1","Negative"
"SFXN2",-0.126506772300497,-0.00649326076499758,"SFXN2","Negative"
"SFXN3",0.0121067141730947,0.000628220347826443,"SFXN3","Positive"
"SFXN4",-0.00190272182017234,-0.000561982482045296,"SFXN4","Negative"
"SFXN5",-0.011871266219937,1.67158460048144e-05,"SFXN5","Positive"
"SGCA",-0.0374410928940438,-0.0068396259335719,"SGCA","Negative"
"SGCB",0.0174117341471277,0.00108809913881718,"SGCB","Positive"
"SGCD",0.0291864434886169,0.00492671105587821,"SGCD","Positive"
"SGCE",-0.0195964936835895,-0.00156996875288995,"SGCE","Negative"
"SGCG",-0.0225947734294377,0.000183714268496806,"SGCG","Positive"
"SGF29",-0.0575989747224173,-0.00289583549145386,"SGF29","Negative"
"SGIP1",0.0380090312302044,0.00193996843594593,"SGIP1","Positive"
"SGK1",-0.00350332935247585,4.864876679768e-07,"SGK1","Positive"
"SGK3",0.00879569369786339,0.0010826299925261,"SGK3","Positive"
"SGMS1",0.00511366660642955,0.000422390790928632,"SGMS1","Positive"
"SGMS2",0.03914194126593,0.0027419358979625,"SGMS2","Positive"
"SGO1",-0.175215665920889,-0.00465502285477869,"SGO1","Negative"
"SGO2",-0.065676331201336,-0.00172740083876017,"SGO2","Negative"
"SGPL1",-0.00796586665370809,-0.000889024202202314,"SGPL1","Negative"
"SGPP1",0.0233147270511626,0.00116749062584055,"SGPP1","Positive"
"SGSH",0.0119594337008516,0.000789263663734865,"SGSH","Positive"
"SGSM2",0.00338141072549327,0.000670116064225908,"SGSM2","Positive"
"SGSM3",-0.00459227203989349,0.000171331585345703,"SGSM3","Positive"
"SGTA",-0.0176058881452049,-0.00113430989996619,"SGTA","Negative"
"SGTB",0.00599543561934235,0.00087604943754715,"SGTB","Positive"
"SH2B1",-0.010441934476486,-0.000293538650553308,"SH2B1","Negative"
"SH2B2",-0.00733383878053608,-0.000527032314330453,"SH2B2","Negative"
"SH2B3",0.0149946424809482,0.000396712722914783,"SH2B3","Positive"
"SH2D2A",-0.188829756844284,-0.0199562539587046,"SH2D2A","Negative"
"SH2D3A",0.031073399866199,0.00327079507773789,"SH2D3A","Positive"
"SH2D3C",0.00131236535938354,-0.000128917831214515,"SH2D3C","Negative"
"SH2D4A",-0.0142633487559943,-0.00108350315909359,"SH2D4A","Negative"
"SH2D5",0.0127374515007268,5.01981648133741e-05,"SH2D5","Positive"
"SH3BGR",0.0672802672513257,0.00496079221263951,"SH3BGR","Positive"
"SH3BGRL",0.0212489550044359,0.000753271989064741,"SH3BGRL","Positive"
"SH3BGRL2",0.0502107714761108,0.00146675650364902,"SH3BGRL2","Positive"
"SH3BGRL3",0.0130925332550749,-0.000106439119912933,"SH3BGRL3","Negative"
"SH3BP1",-0.120135392032387,-0.00688124684560689,"SH3BP1","Negative"
"SH3BP2",-0.00650250001465938,0.000659653891740119,"SH3BP2","Positive"
"SH3BP4",-0.00635319819277261,-0.00182381882992866,"SH3BP4","Negative"
"SH3BP5",0.00511903353379798,0.00149011412087232,"SH3BP5","Positive"
"SH3BP5L",-2.48671033929616e-05,0.000703570994529277,"SH3BP5L","Positive"
"SH3D19",0.00871806402927099,0.000953805836839824,"SH3D19","Positive"
"SH3D21",0.00761002268984185,0.00139934707608334,"SH3D21","Positive"
"SH3GL1",-0.024180180531493,-0.00112016023795777,"SH3GL1","Negative"
"SH3GL2",0.0371735697822755,0.00841613525933587,"SH3GL2","Positive"
"SH3GLB1",0.0189937091900779,0.00112240739508802,"SH3GLB1","Positive"
"SH3GLB2",0.0053625053753953,0.000521524702161551,"SH3GLB2","Positive"
"SH3KBP1",0.026714843727166,0.00132108971976709,"SH3KBP1","Positive"
"SH3PXD2A",0.0215695947543874,0.000917119061028143,"SH3PXD2A","Positive"
"SH3PXD2B",-0.00397054419704388,-0.001223731850414,"SH3PXD2B","Negative"
"SH3RF1",-0.000520200560370139,0.000123494629034661,"SH3RF1","Positive"
