Gene,Weight,Derection
SRPRB,0.001398093,Positive
PLCG2,0.001397579,Positive
PTPDC1,0.001396584,Positive
AGA,0.001395964,Positive
DTX2,0.00139577,Positive
ARMCX5-GPRASP2,0.001395127,Positive
FAM156A,0.001394366,Positive
APBB1,0.001393034,Positive
NCBP2AS2,0.001392442,Positive
XXYLT1,0.00139223,Positive
TUFT1,0.001392221,Positive
EXT2,0.001391764,Positive
UBXN8,0.001391675,Positive
TP53INP2,0.001389014,Positive
SNAPC1,0.001389006,Positive
MAGEA10,0.00138863,Positive
STK25,0.001388196,Positive
MAGT1,0.001387875,Positive
ZNF267,0.001384617,Positive
MORF4L1,0.001384395,Positive
ATM,0.001384117,Positive
ZNF276,0.001383899,Positive
SLC25A36,0.00138295,Positive
RDH14,0.00138219,Positive
ELP2,0.001381974,Positive
COX6A1,0.001381655,Positive
SHISA5,0.001381294,Positive
STK38L,0.00138104,Positive
NEMF,0.001379864,Positive
BTBD9,0.00137794,Positive
KDM6B,0.001377625,Positive
FER1L6,0.001376691,Positive
NBR1,0.001376401,Positive
DEFB4B,0.001376305,Positive
SEC31B,0.001375915,Positive
IL1RL1,0.001375893,Positive
DYNC1H1,0.001375813,Positive
MRPS21,0.001375703,Positive
TMEM119,0.001374423,Positive
RGPD3,0.001373674,Positive
PIK3C2A,0.001370395,Positive
ZFAT,0.001370048,Positive
MIA-RAB4B,0.001369794,Positive
TCEAL4,0.001369621,Positive
PSMD4,0.001367764,Positive
CSRNP2,0.001367451,Positive
TCAF2C,0.001366804,Positive
ZNF316,0.001366601,Positive
SLC35B2,0.001365865,Positive
TMEM14C,0.001365765,Positive
TAS2R14,0.001365595,Positive
PGK1,0.001364623,Positive
GRPEL1,0.001364166,Positive
SMIM10L1,0.001363521,Positive
ZNF426,0.001363497,Positive
GMPR2,0.001362705,Positive
SEC24A,0.001362689,Positive
TFF2,0.001362669,Positive
NRG1,0.001360054,Positive
DRAP1,0.001359665,Positive
PAEP,0.001357969,Positive
VPS41,0.001355683,Positive
TMEM267,0.001355272,Positive
KCTD13,0.001354919,Positive
VAMP2,0.001352968,Positive
EXOSC4,0.001351001,Positive
AKAP17A,0.001350176,Positive
PELI1,0.001349998,Positive
NFAT5,0.001349938,Positive
ANKRD12,0.001349822,Positive
SALL3,0.001349015,Positive
FAM184A,0.001348175,Positive
CD2AP,0.001347872,Positive
SLC35C1,0.001346319,Positive
NEIL2,0.001343836,Positive
DHX29,0.001343616,Positive
DYRK1B,0.001343368,Positive
TXNDC9,0.001341902,Positive
TCEAL3,0.001340313,Positive
ATP1B3,0.001339427,Positive
CHST12,0.001338426,Positive
BOLA2,0.001338048,Positive
NUMB,0.001337453,Positive
C11orf71,0.001337265,Positive
CCNDBP1,0.001337205,Positive
ESF1,0.001336726,Positive
IKBKB,0.001335277,Positive
PRAP1,0.001335028,Positive
GFM2,0.001334661,Positive
TDG,0.001334126,Positive
PLD3,0.001332521,Positive
KTN1,0.00133195,Positive
ZNF24,0.00133117,Positive
RER1,0.001331081,Positive
ZBTB22,0.001330685,Positive
SCP2,0.001330563,Positive
ADAM15,0.001329947,Positive
CCDC91,0.001329718,Positive
SH3BGRL3,0.001329382,Positive
EDA2R,0.001327985,Positive
PFKFB2,0.001327898,Positive
THEM4,0.001326455,Positive
SGCB,0.001326102,Positive
SIN3B,0.001325884,Positive
GOPC,0.00132583,Positive
RRP12,0.001324647,Positive
ENTPD4,0.001324516,Positive
PHF11,0.001323374,Positive
SYNE1,0.001321312,Positive
BORCS8,0.001320854,Positive
MACO1,0.001320178,Positive
OSTC,0.001319507,Positive
BRWD1,0.001317885,Positive
SPACA6,0.001316518,Positive
SLC30A7,0.001315923,Positive
HSDL1,0.001315636,Positive
DHRS9,0.001315526,Positive
IMP3,0.001315379,Positive
GPR180,0.001315109,Positive
OGFOD1,0.001314382,Positive
SCRN3,0.001313969,Positive
TPST2,0.001313341,Positive
ORM2,0.001313154,Positive
LRP12,0.001312919,Positive
ADA,0.001312347,Positive
EMILIN1,0.001312255,Positive
NACC2,0.001311333,Positive
PLA2G2F,0.001311303,Positive
RNASEK,0.001311089,Positive
BBS7,0.001311066,Positive
SMIM13,0.001310498,Positive
NAA38,0.001310249,Positive
TBC1D3,0.001310176,Positive
SELENOH,0.001308512,Positive
AP4M1,0.001308409,Positive
MRPS25,0.00130488,Positive
KDM4C,0.001303966,Positive
ABL2,0.001303759,Positive
MICAL1,0.001301462,Positive
TP53I13,0.001300313,Positive
CTBS,0.00129995,Positive
FMNL3,0.001299364,Positive
ANXA6,0.001298902,Positive
STK17B,0.001297191,Positive
ERP44,0.001296872,Positive
INPP1,0.001295878,Positive
TRAM1,0.001295874,Positive
NUAK1,0.001295687,Positive
IFRD1,0.0012947,Positive
PLA2G12B,0.001294696,Positive
PRICKLE4,0.001294241,Positive
SPIN2B,0.001290549,Positive
PROB1,0.001288458,Positive
LYRM1,0.001288118,Positive
OLIG2,0.001287429,Positive
PARP10,0.001287165,Positive
MLYCD,0.001287129,Positive
PDPK1,0.001286737,Positive
STX12,0.001286049,Positive
TBCA,0.001285901,Positive
SLC38A6,0.001285505,Positive
ARPC4,0.001285416,Positive
HOXD1,0.001285293,Positive
SNX8,0.001285281,Positive
SLC13A4,0.001284659,Positive
ATP5MF,0.001284642,Positive
KRT6A,0.001284639,Positive
MYCBPAP,0.001284197,Positive
VTI1B,0.001282818,Positive
CCL15-CCL14,0.001282342,Positive
YIPF4,0.001282124,Positive
TOR1A,0.001281001,Positive
CFAP157,0.001280245,Positive
ZNF738,0.00127969,Positive
SWI5,0.001278842,Positive
HES1,0.001278697,Positive
STX4,0.001278389,Positive
ZNF451,0.001278233,Positive
SELENOF,0.001277091,Positive
PPP1R15A,0.001276051,Positive
CCN1,0.00127499,Positive
ECHS1,0.001274961,Positive
ZNF708,0.001274253,Positive
ADGRF4,0.001274049,Positive
GPR135,0.001274005,Positive
DMXL1,0.001273574,Positive
HMG20B,0.00127153,Positive
VEZT,0.001271427,Positive
TPTEP2-CSNK1E,0.001269956,Positive
ZNF251,0.001269783,Positive
NIPA2,0.001268669,Positive
CHFR,0.00126786,Positive
GAK,0.001266457,Positive
FBLIM1,0.001266364,Positive
SLC51A,0.001265196,Positive
CLMN,0.00126452,Positive
EXOC8,0.001263913,Positive
GBE1,0.001263347,Positive
TACC1,0.001262547,Positive
NSF,0.001262403,Positive
SLC25A37,0.001262237,Positive
UROS,0.001262026,Positive
PEX11B,0.001261978,Positive
TBC1D9,0.001259902,Positive
STAT3,0.001259512,Positive
SNX25,0.001259071,Positive
INSM1,0.001258979,Positive
RNF10,0.001258718,Positive
CHMP7,0.001258617,Positive
MTDH,0.001258141,Positive
APOBEC3F,0.001257951,Positive
TSG101,0.001257327,Positive
TRIM71,0.001257158,Positive
CMTM6,0.001256884,Positive
C1orf50,0.001256041,Positive
MACF1,0.001255933,Positive
RABEP2,0.001255585,Positive
NDUFA3,0.001254438,Positive
FSTL1,0.001254266,Positive
C8orf76,0.001253669,Positive
B3GALT6,0.001252722,Positive
ZBTB11,0.001252543,Positive
AKIP1,0.001252138,Positive
ZNRD2,0.001252121,Positive
ALG5,0.001251499,Positive
C10orf88,0.001250609,Positive
MRPL50,0.001250592,Positive
NARF,0.001250503,Positive
GOSR2,0.001250129,Positive
EMID1,0.001249037,Positive
NUDT18,0.001248475,Positive
ITPKC,0.001247396,Positive
ZNF239,0.001247264,Positive
TNS4,0.001246835,Positive
NAT1,0.001246367,Positive
COPS9,0.001246269,Positive
SLC38A9,0.00124487,Positive
SCRT1,0.001244391,Positive
PHPT1,0.001243614,Positive
SHISA7,0.001243392,Positive
LENG1,0.001242994,Positive
PLPPR1,0.001242181,Positive
EXOC7,0.00124184,Positive
RWDD3,0.001241421,Positive
AMMECR1L,0.001241331,Positive
BEX3,0.001241299,Positive
BCR,0.00124089,Positive
GPR78,0.001240298,Positive
C4BPA,0.001239842,Positive
DIP2A,0.001239211,Positive
ACTR10,0.001239201,Positive
GANAB,0.001238454,Positive
ZNF79,0.001237279,Positive
MOB3C,0.001236844,Positive
NAXD,0.001236627,Positive
SPPL2B,0.001236456,Positive
STK19,0.001235957,Positive
TNK2,0.001234092,Positive
AEN,0.00123126,Positive
GALNS,0.001230629,Positive
ZNF383,0.001229761,Positive
ST3GAL2,0.001228347,Positive
SPEG,0.001226987,Positive
SUB1,0.001226492,Positive
NIPA1,0.001226161,Positive
SEC31A,0.001224447,Positive
ANO7,0.001224148,Positive
COPS8,0.00122344,Positive
SIRT5,0.001222788,Positive
VRK2,0.001222377,Positive
PFDN6,0.001221766,Positive
POLH,0.001221454,Positive
SYNGR3,0.001221056,Positive
DISC1,0.001220199,Positive
SLC9A3,0.001220076,Positive
FYTTD1,0.001219794,Positive
TBC1D3K,0.001219284,Positive
PROSER2,0.001217746,Positive
ARL8B,0.001217742,Positive
PHKA1,0.001217026,Positive
ATP5PD,0.001216791,Positive
PLB1,0.001216067,Positive
GALNT9,0.001215803,Positive
MYL12A,0.001215673,Positive
KCTD7,0.001215493,Positive
COMMD8,0.001215472,Positive
ARGLU1,0.001215079,Positive
TMEM9,0.001214435,Positive
BICD1,0.001214174,Positive
MRPL55,0.001212449,Positive
FAM156B,0.001212256,Positive
FBXL5,0.001211908,Positive
SGMS2,0.001211701,Positive
TTC1,0.00121075,Positive
PRKAR1B,0.001210584,Positive
RANBP6,0.001210117,Positive
BLOC1S4,0.001209906,Positive
KLHL21,0.001209056,Positive
RIPK2,0.001206736,Positive
CDK7,0.001206415,Positive
DNAAF3,0.001205975,Positive
RRBP1,0.001205888,Positive
IVD,0.001204012,Positive
CYP4F3,0.001203898,Positive
CLHC1,0.001203812,Positive
SPAG9,0.001203342,Positive
XAF1,0.001203339,Positive
BOLA1,0.001203106,Positive
PLXNB1,0.001202661,Positive
PRICKLE2,0.001201341,Positive
ZNF485,0.001200603,Positive
CROT,0.001199963,Positive
ETV5,0.001197769,Positive
PIAS2,0.001197479,Positive
RGMB,0.001197387,Positive
PRKAB2,0.001197265,Positive
MFSD5,0.001196917,Positive
MPV17L2,0.001196897,Positive
ACOT13,0.001196566,Positive
MAGEA3,0.001196528,Positive
VDAC2,0.001196261,Positive
PSPC1,0.001195333,Positive
FLYWCH1,0.0011952,Positive
LIMCH1,0.001194524,Positive
FLCN,0.001194293,Positive
SNAPC4,0.001192718,Positive
CSNK1G3,0.00119204,Positive
NAGLU,0.001191593,Positive
COA4,0.001191341,Positive
PKIA,0.001189762,Positive
KCNB1,0.001189605,Positive
SDE2,0.001189112,Positive
YWHAG,0.001188646,Positive
XPNPEP1,0.001188236,Positive
DEAF1,0.001187887,Positive
C9orf78,0.001187871,Positive
PCDHB16,0.001187259,Positive
RSF1,0.001186725,Positive
KATNAL1,0.001186485,Positive
CCDC71L,0.001186287,Positive
KCNH7,0.001186229,Positive
ZFAND6,0.00118524,Positive
PRR13,0.001183843,Positive
HSDL2,0.001182437,Positive
TBC1D23,0.001181459,Positive
DNAJC25,0.00118128,Positive
CEND1,0.001180919,Positive
FAM163B,0.001180605,Positive
CYP3A5,0.001179897,Positive
ATP8B4,0.001179767,Positive
PELO,0.001178729,Positive
DNAJA2,0.001177784,Positive
DNAJC2,0.001177626,Positive
PRPF39,0.001177411,Positive
MED10,0.001176561,Positive
ABHD17A,0.001176061,Positive
TEFM,0.001175898,Positive
DPH3,0.001175701,Positive
ZNF44,0.00117563,Positive
ZNF671,0.001175459,Positive
TMEM147,0.001175093,Positive
CLCN5,0.00117457,Positive
CLDN10,0.001171678,Positive
JUND,0.001170986,Positive
NATD1,0.001170698,Positive
NDUFA7,0.001168995,Positive
RMC1,0.001168517,Positive
SPIN3,0.001168353,Positive
TSTD3,0.00116787,Positive
IMPA1,0.00116782,Positive
NDUFAB1,0.001167775,Positive
SNRNP27,0.001167701,Positive
SLC39A14,0.001167479,Positive
PCNX1,0.001166673,Positive
MYSM1,0.001166642,Positive
ZDHHC5,0.001165854,Positive
ZNF789,0.00116437,Positive
FAM199X,0.00116422,Positive
MAP2K3,0.001163562,Positive
BOLA3,0.001162269,Positive
HK2,0.001162257,Positive
PLA2G12A,0.00116011,Positive
DUSP1,0.001159981,Positive
FCSK,0.001159422,Positive
MAD2L1BP,0.001158448,Positive
VWA1,0.001158132,Positive
CLIP1,0.00115799,Positive
SETD3,0.001157792,Positive
DHCR7,0.00115763,Positive
MAU2,0.001157342,Positive
IPMK,0.001157012,Positive
TRNP1,0.001156674,Positive
NRP1,0.001156235,Positive
COX7A2,0.001155839,Positive
PSMD10,0.00115481,Positive
FEM1C,0.001154679,Positive
KIF5B,0.00115355,Positive
CIAO1,0.00115316,Positive
C6orf120,0.001152935,Positive
ZNF792,0.001151857,Positive
QTRT1,0.001151021,Positive
TNKS2,0.001150856,Positive
RPAIN,0.001150445,Positive
FXR2,0.001149999,Positive
SPATS2L,0.001148762,Positive
PNPLA2,0.00114864,Positive
C14orf119,0.001148212,Positive
DDIT3,0.001147513,Positive
VGLL4,0.001147343,Positive
RNMT,0.001146506,Positive
STX7,0.001146266,Positive
ZNF684,0.001146142,Positive
STEAP1B,0.001145179,Positive
MGST3,0.001144846,Positive
SPTBN5,0.001144763,Positive
STYX,0.001144445,Positive
TRMT2A,0.001144375,Positive
PTGER4,0.001144196,Positive
C10orf143,0.00114369,Positive
ARSB,0.001143637,Positive
BDH2,0.001142299,Positive
AK5,0.001141906,Positive
MAP9,0.001141559,Positive
NAA20,0.001141005,Positive
RAB18,0.001140691,Positive
CTSF,0.001140398,Positive
SCHIP1,0.001139377,Positive
CCNL1,0.001138303,Positive
RGPD8,0.001138118,Positive
PDHX,0.001137708,Positive
RELL2,0.001136907,Positive
CCDC102A,0.00113642,Positive
ARHGAP5,0.001135461,Positive
RBPJ,0.001134845,Positive
CTAGE1,0.001134283,Positive
FNTA,0.001133998,Positive
BAG2,0.001133439,Positive
ECM1,0.001132284,Positive
NIFK,0.001131187,Positive
CEPT1,0.001130778,Positive
TCEANC,0.001130476,Positive
NUCB2,0.001128922,Positive
DYNLRB2,0.001128739,Positive
AKAP10,0.001128254,Positive
RAB4B,0.001128218,Positive
BCL10,0.001128167,Positive
GSKIP,0.001127661,Positive
RAB6D,0.001127432,Positive
SMOX,0.001127246,Positive
TIMMDC1,0.001127225,Positive
GRIPAP1,0.001126898,Positive
STX6,0.00112687,Positive
RABGEF1,0.001125455,Positive
TRNT1,0.0011251,Positive
MGLL,0.00112447,Positive
ERO1A,0.001123202,Positive
ERGIC1,0.001122813,Positive
ZNF215,0.001122167,Positive
C7orf50,0.001122095,Positive
ZNF69,0.001122056,Positive
ZBTB8OS,0.001121512,Positive
EGLN3,0.001119875,Positive
CCDC112,0.001118656,Positive
AURKAIP1,0.001118224,Positive
ZNHIT6,0.001116216,Positive
ARRDC3,0.001116148,Positive
HCCS,0.001115489,Positive
TMEM44,0.001115281,Positive
AMPD2,0.001114913,Positive
ARF3,0.001114588,Positive
PSMB8,0.001114571,Positive
ZNF844,0.001114523,Positive
ZSCAN32,0.001113876,Positive
EVI5L,0.001113676,Positive
HTRA2,0.001113568,Positive
POMT1,0.001113304,Positive
OPCML,0.001112499,Positive
KIFC2,0.001111569,Positive
EML2,0.001111346,Positive
SYVN1,0.00111045,Positive
TRMT13,0.001109828,Positive
PXDC1,0.001109718,Positive
C19orf12,0.001109716,Positive
PRMT2,0.001109107,Positive
ZNF529,0.001107502,Positive
NEURL2,0.001107378,Positive
TP53RK,0.001106869,Positive
C2orf49,0.001105413,Positive
CIAO2B,0.001104806,Positive
SEC61B,0.001104555,Positive
FAM110B,0.001102705,Positive
ZNF418,0.001102593,Positive
TAF4B,0.001102237,Positive
NDUFA11,0.001101336,Positive
SHPK,0.001101289,Positive
GPSM1,0.001101225,Positive
ATP6V1C1,0.001100608,Positive
VDAC1,0.001099844,Positive
ZNF596,0.001099477,Positive
LRRC75B,0.001098566,Positive
ACTR3B,0.001096264,Positive
EML1,0.001095446,Positive
ARFIP2,0.001095352,Positive
RUSC2,0.001094333,Positive
DCLK2,0.001093468,Positive
FGL1,0.001092861,Positive
ZNF449,0.001092681,Positive
ALAD,0.001092202,Positive
ELMOD2,0.001091312,Positive
ARL6IP4,0.001091102,Positive
METTL25,0.00109051,Positive
STAT2,0.001089991,Positive
VCPIP1,0.001089609,Positive
DHRS7B,0.001089272,Positive
AHRR,0.00108867,Positive
FAM91A1,0.001087843,Positive
TMED1,0.001087313,Positive
BRF2,0.001087094,Positive
RINT1,0.001086935,Positive
MAGEA2,0.001086566,Positive
HILPDA,0.00108562,Positive
AOC2,0.00108536,Positive
FASTK,0.001085339,Positive
PTRHD1,0.001083947,Positive
TOMM5,0.001083503,Positive
ELOVL1,0.001082343,Positive
TMEM41B,0.001082308,Positive
IRF1,0.001082121,Positive
NEPRO,0.001081669,Positive
CCDC14,0.001081647,Positive
TBC1D3E,0.001080908,Positive
PSMC1,0.001080792,Positive
PCDHGA6,0.001080207,Positive
SSBP1,0.00107958,Positive
ATR,0.001079192,Positive
CERS6,0.001078469,Positive
SF3B1,0.001076499,Positive
KAT2B,0.001075791,Positive
ZMYM2,0.001075052,Positive
PGAM4,0.001074946,Positive
CEP19,0.001074916,Positive
MSR1,0.001074486,Positive
SLC9A1,0.001074357,Positive
NR0B2,0.001074062,Positive
MIGA2,0.001073774,Positive
DDX49,0.001073387,Positive
ARF1,0.001073057,Positive
IFI35,0.001072976,Positive
YAF2,0.001072689,Positive
ACAD8,0.001072677,Positive
PEX19,0.001071538,Positive
BCL2L13,0.001070589,Positive
DGAT1,0.0010705,Positive
VWA3A,0.00106989,Positive
CFAP298,0.001069857,Positive
GRIA2,0.001069333,Positive
FRA10AC1,0.00106805,Positive
GNGT1,0.001065919,Positive
NUDT16,0.001065759,Positive
MOB1B,0.001065585,Positive
VOPP1,0.001065232,Positive
ZNF394,0.001065077,Positive
RNF19B,0.00106484,Positive
PDRG1,0.001064047,Positive
NDUFC2,0.00106265,Positive
DACH1,0.001060764,Positive
SRP54,0.001060428,Positive
ALG11,0.001059365,Positive
TPT1,0.001059122,Positive
SLU7,0.001059048,Positive
WWP1,0.001058438,Positive
P4HA3,0.001058303,Positive
ACTR2,0.001058278,Positive
C12orf4,0.001057748,Positive
GOLGA8Q,0.001056983,Positive
FHL2,0.001056907,Positive
SSR1,0.001055895,Positive
ZNF888,0.00105579,Positive
SURF4,0.001054803,Positive
NCK1,0.001052496,Positive
CNEP1R1,0.001051965,Positive
FDX2,0.001051762,Positive
FMC1,0.001050894,Positive
TSPAN17,0.0010502,Positive
NME2,0.001049326,Positive
COMMD1,0.001049304,Positive
MOGAT3,0.001049157,Positive
MLEC,0.001048866,Positive
HECTD1,0.001047882,Positive
VPS37A,0.001047752,Positive
SNX19,0.001047331,Positive
PPHLN1,0.00104637,Positive
HMGCL,0.001045972,Positive
MROH1,0.001044993,Positive
ZNF253,0.00104485,Positive
RGPD1,0.001044314,Positive
FOXR2,0.001044005,Positive
GPANK1,0.001043624,Positive
SERTAD3,0.001043215,Positive
AP1AR,0.001043158,Positive
HIP1R,0.001043075,Positive
EDF1,0.001043057,Positive
GATAD2A,0.001042521,Positive
PEBP1,0.001042479,Positive
THAP6,0.00104244,Positive
ARL6,0.001042422,Positive
CSRNP1,0.001042,Positive
USP15,0.001040945,Positive
DCAF8,0.001039608,Positive
PKM,0.001039504,Positive
NDUFAF7,0.001039395,Positive
RRAGC,0.001039009,Positive
COQ6,0.001038393,Positive
SH3YL1,0.001038298,Positive
ZNF12,0.001038203,Positive
GALNT4,0.001037399,Positive
DOCK4,0.001037171,Positive
TMX3,0.001036885,Positive
CCDC93,0.001036358,Positive
PHF1,0.001036201,Positive
DDX24,0.001035688,Positive
SLC25A42,0.001035255,Positive
PGAP3,0.001034874,Positive
MAMDC2,0.0010348,Positive
EMC1,0.001034384,Positive
WDR46,0.001034166,Positive
TRIO,0.00103377,Positive
FGFBP3,0.001033286,Positive
GMFB,0.001031315,Positive
UBE2M,0.001030548,Positive
NRBP1,0.00103053,Positive
RGPD6,0.001029412,Positive
PAFAH1B2,0.001029208,Positive
ACSS3,0.001028898,Positive
PRRT3,0.001027643,Positive
BOLA2-SMG1P6,0.001027426,Positive
TMEM115,0.001025886,Positive
MPPE1,0.001025472,Positive
ACAP3,0.001024657,Positive
ARFGAP3,0.001024191,Positive
TCAF1,0.001023785,Positive
KDM3A,0.001023566,Positive
SLC37A3,0.001023064,Positive
PIGH,0.001022875,Positive
LSM1,0.001022671,Positive
SH3BGRL,0.001022283,Positive
SPG7,0.001021829,Positive
MINPP1,0.001021252,Positive
SLC35A2,0.001021051,Positive
TCF25,0.001020344,Positive
SLC29A4,0.001019716,Positive
MALSU1,0.001019418,Positive
PIN4,0.001018811,Positive
RAB2B,0.001018277,Positive
GTF2B,0.001017985,Positive
LEPROTL1,0.001017561,Positive
SCFD1,0.001016494,Positive
IPO13,0.001015747,Positive
RDH11,0.001015718,Positive
CT45A6,0.001015267,Positive
PCDHA13,0.001015173,Positive
GLMN,0.001014365,Positive
UNC119,0.00101428,Positive
UTP3,0.001014183,Positive
POLRMT,0.001013607,Positive
HINT1,0.001013274,Positive
BIRC6,0.001011419,Positive
PURA,0.00100921,Positive
NOC3L,0.00100821,Positive
KLHL17,0.001007797,Positive
STXBP1,0.001006602,Positive
APRT,0.001006456,Positive
ARL14EP,0.001005756,Positive
ZNF770,0.001004073,Positive
KCTD20,0.00100358,Positive
ADM,0.001003443,Positive
PGGT1B,0.001003093,Positive
GALNT6,0.001002089,Positive
LIMS1,0.001001557,Positive
TSPAN6,0.001001103,Positive
PISD,0.001000497,Positive
EVA1A,0.000999981,Positive
DHDDS,0.000999588,Positive
PCNX2,0.000998246,Positive
CMTM4,0.00099774,Positive
RAET1G,0.00099622,Positive
TRIM69,0.000996041,Positive
NENF,0.000995245,Positive
FBXO10,0.000995078,Positive
ZSWIM3,0.000994209,Positive
TMEM150B,0.000992579,Positive
ENSA,0.000992373,Positive
TBCB,0.000991293,Positive
IMMP1L,0.000990761,Positive
SDAD1,0.000990398,Positive
NKIRAS2,0.000990285,Positive
NECAP2,0.000990087,Positive
NLGN1,0.000989244,Positive
DUS1L,0.00098917,Positive
IL1R2,0.000988468,Positive
NME1,0.000988368,Positive
TNIP2,0.000988361,Positive
ZNF322,0.000988268,Positive
TARBP2,0.000986652,Positive
DERL1,0.000986309,Positive
SKIL,0.000986279,Positive
FAM168A,0.00098626,Positive
NAA10,0.000985785,Positive
PKD2,0.000985002,Positive
GSTA2,0.000984916,Positive
BACH1,0.000983631,Positive
TRMT12,0.000982507,Positive
EIF4G1,0.00098238,Positive
